7e7704ee-3070-47e8-bde3-8ab6ba8ac305	I hired a social media manager.I thought they would drive more traffic to my website.They spent most of their time reading other people's posts.My traffic actually went down in the following month.	I decided to give my new social media manager a raise.	0
743a3dca-d9a4-4297-a47d-34183a672f6d	My mom took me grocery shopping.She let me pick out all the food.I picked out a lot of candy and snacks!Then, she went to the register and paid for it all.	I ate a lot of candy that day.	1
78eea25f-f831-409d-841a-1a3467f833b5	Jennifer felt her stomach grumble.She thought about the last time she ate and realized it was long ago.She got up off the couch and went into the kitchen.After cooking a big meal and eating it, she felt good again.	Jennifer wanted more food.	0
0bb51ee9-fbf1-428a-87e2-6647736ac788	Every morning I start my day off with a half an hour of reading.One morning I was too late to work and missed my reading time.It left me thinking of nothing more than reading the next chapter.Eventually I was able to take my first morning break.	I decided to go for a walk.	0
ba448358-5fec-4c61-a405-3fe085a68765	John fell asleep at his desk during class.When he awoke, he was all alone!He ran out into the hall in a panic.His class was waiting for him there.	John decided to run for class president.	0
3972aeda-e5f8-4776-abbb-8566bf38930a	Last week Jared was driving to work.He had been partying hard the night before.He didn't get any sleep.Before he knew it his car was facing oncoming traffic.	Jared swerved quickly and managed to avoid a collision.	1
ccfb04e6-8e06-4c21-a8f1-9fbda5bbfe6a	Em had had digestion issues lately.She visited her doctor.He suggested probiotics and active cultures.Em started to eat enriched yogurt every day.	After two weeks, she had less bloating and felt better.	1
2c417536-e136-4167-8b83-158db506485c	Biff wanted to watch a western movie.Biff also wanted to watch a movie in theaters.Westerns had lost favor with the public and none were showing.Biff decided to screen a classic western himself.	Biff hated western movies.	0
17447bac-e483-46e8-b435-5374dcbd96ac	Mark and Andy worked at a pizzeria.They both loved to make pizza.One day they decided to open up their own pizzeria.The pizzeria became very busy and profitable.	Their business failed.	0
f299c071-0f10-4051-9076-3af05bb94d25	I needed to take my dog for a walk.My neighborhood requires a leash.I looked through my house for the leash.I could not find it.	I let my dog go inside the house.	0
0a0efb23-8cb3-4481-9ff4-e5c9d47fb914	Linda had been invited to a British classmate's home for tea.She decided to bring something to show her appreciation.She found an online recipe for lemon scones, and she baked them.The scones were tasty and she was proud to hand them to her hostess.	Linda's classmate wanted her to leave.	0
02ca45f7-3d0b-425c-8fef-e997c6f249ac	A little chipmunk made it's home in Ed's backyard.For weeks he tried to feed it a peanut out of his hand.It got a little closer every day.Finally, the chipmunk took it.	The chipmunk was so terrified it bit Ed's hand.	0
6a8bdf10-7442-4f8e-8f3c-073efed3b7a0	Jared was grounded for a week.He never cleaned his room.His parents told him he would get days off for dusting.He went around dusting the entire house.	His parents gave him three days off.	1
5c609bdb-3a4f-4f3f-a50b-0f8246ee6841	Earl woke up early to make some coffee.He wanted to be alert for work that day.The aroma woke up all his roommates.They wanted to make coffee too.	All of his roommates were sick of coffee.	0
fa228d73-45a9-4322-afb3-a94af13fb2c9	Jackie was driving to work on the expressway.There was a truck with a horse in the cage.As the truck accelerated, the cage open and the horse came out.It fell on Jackie's car window.	The window was busted, but the horse survived.	1
265a5cdc-f130-4093-8e7f-d2b5a2f2d388	Christian wanted to eat something quick before school.He went into the kitchen and poured some cereal.When he was pouring the milk, he spilled it all over the table.Christian got mad because he had to clean all of it up.	Christian was worried he was going to be late for school.	1
45cde8ad-2921-4294-82c6-19532106d509	I was trying to learn how to juggle.I went to a club every day to learn this art.It was very difficult.I eventually was able to get one rep in.	I hope I drop the batons.	0
be86f0f6-c225-422e-842a-13f65f81163e	Yesterday I felt very sick.I had to take the day off.Thankfully I was able to relax.I took some soup and rested.	I took a long nap and am feeling better.	1
41585929-5484-4dd6-8e41-88f4ef6801aa	Jessica and her brothers were very excited for Christmas.They went to sleep early so they could wake up early.They woke up and ran to the Christmas tree.There was only one box under the tree.	Each of her brothers opened their Christmas presents.	0
281c3608-602c-401f-861e-5288408315c7	Kelly hasn't left her apartment in years.I went up to her place today to say hello.I could tell she was reluctant to let me in.We talked for a while about how she's doing.	Kelly is agoraphobic.	1
7ff5e61e-29db-4b1e-a099-e024351069ce	It was Mother's Day and Jill wanted to do something special for her mom.She got up early so she could fix her mom breakfast.Everything started off well, with toast and pancakes.Unfortunately she burned the toast to a crisp.	Jill's mother told her she was worthless.	0
d12c4ece-930d-40d6-85ea-9112993f3e33	When I was seven years old, I went swimming with some friends.I did not know how to swim in deep water.By accident, I slipped into the deep part of the pool.I thought I was going to drown!	A lifeguard jumped in and pulled me out of the deep end.	1
48c59291-fe41-4270-8d90-a8b0fdf3c6cc	Mike would try every year to water ski.It was always hard for him.Then he committed to getting stronger.He was then able to easily do it	Water skiing is Mike's favorite activity.	1
edd13333-8c62-4436-b72d-8920b24a868c	Amanda was on a hike with her husband.Suddenly, she felt a sharp pain in her ankle.She realized that a hornet had stung her.Her foot hurt too badly to walk.	Her husband called an ambulance.	1
d6b0f89b-99e6-4b05-8acd-97a15824ae63	Steve was in a hurry to get to the football game.On the highway, Steve drove his car very fast.The highway patrol stopped Steve's car.The officer wrote Steve a ticket for speeding.	Steve was upset.	1
b34dfd2a-4ae5-456c-85a9-7c4ee0b58248	Fred had his first karate tournament yesterday.He was very nervous.When it got there he was shaking.Thankfully he ended up doing well.	He came in second place.	1
ab496854-829d-41c0-a537-f732a5b09ba6	Dan made up his mind that he would buy a boat by the end of the week.He spent the first few days checking out the closest dealerships.After the third day he found one he was interested in.On the fourth day he went to his bank to get a loan.	Dan bought his boat and spent the whole day sailing.	1
54804420-28ad-4197-ba66-c1f301f8e4a5	Abigail keeps a strict schedule.She takes a walk in the morning and at night.She walks for about 30 minutes at a time around the neighborhood.Sometimes she even takes her dog Dexter.	And so Abigail was able to lose a lot of weight.	1
eea41c45-b99a-4ae4-a20d-c3b78690a457	Jenny wanted to learn how to dance.She took a class on how to square dance.She then would go to square dances with her friends.One day she met a guy who square dances.	Both of them became great square dancing partners.	1
b3c78736-0e3b-4c5c-a6a9-e924d421c05e	Lay was teaching her son to read.She taught him the alphabet.Then she helped him sound out simple words.Soon Lay's son was reading short books.	He became an avid reader.	1
c7d01c21-6d8e-417d-9dc0-ca4492194254	Sean was born into an Irish immigrant family.He was always proud of his Irish heritage.His family kept customs, ate Irish food, and watched Irish sports.Sean saved up money and paid for a big trip to Ireland.	He was thrilled when he was finally on his way to Ireland.	1
d934a35e-b278-4c4c-9c10-6463a7a515cd	We went to a petting zoo together.My friend bought food to feed the animals.She tried to feed a carrot to a cow, but it bit her.She didn't even know cows would bite humans.	My friend really enjoyed getting bitten by the cow.	0
39815885-d104-4482-aab4-42a658a64933	Laura told Cindy she would bake her a cake for her birthday.Laura decided to make a chocolate cake.She found a recipe online.She worked all day baking the cake.	Laura was very proud of the cake she made.	1
46d66ed9-9b87-4bcd-90e6-9266d21015da	Jaden was quite forgetful.He had not noticed that it was already Valentine's Day.Feeling rushed, he went out and got some flowers and chocolate.Jaden's girlfriend came home and found the treats.	Jaden had saved the day.	1
5c864b3f-9700-41bf-bb22-bb0dd4a3b792	Keith lived in an area that had occasional earthquakes.But he thought keeping an first aid kit was unnecessary.The next day, he cut his hand while cutting food.And he had to drive himself to a hospital.	Keith's car then skidded off the road when an earthquake struck.	1
38de5af8-157c-40fd-b973-0e2b91239ae3	"Ida was delivering her baby daughter.She still hadn't thought of a name!Then a nurse suggested ""Irene"".Ida considered it and decided it was a lovely name."	Ida told the nurse to stop suggesting ugly names.	0
4bf5477d-ee80-46f2-be77-fb6046020905	My family was on vacation in Italy.We wanted a group photograph.We asked a stranger to take it for us.They obliged.	It was our favorite picture of the vacation.	1
e0ddda5b-d2cd-4ed6-9a67-78552a4e1eff	Last night I had the worst headache.The pain literally was lasting hours.Nothing would help the pain.Finally I took Advil.	The headache went away in about twenty minutes.	1
2e1750fa-d0a0-4d1e-830b-2d4a7fc08780	Sara eagerly awaited December 1st to come.When it finally did she went to her shed and pulled out tons of boxes.Slowly she started unpacking them and organizing their contents.She then began decorating the outside of the house.	She loved the lights.	1
48fda842-e9a1-4c2d-b995-650e3f86d260	Greg and his buddies went to the market to order a custom cake.Greg told the clerk he wanted a cake shaped like a haunted house.The clerk said they had a few haunted house designs to choose from.Greg and his buddies picked one out.	They picked up the unicorn cake the next day and were pleased wit.	0
4954957a-a4e8-4764-b04e-e2212f94458f	The school bell rang when the clock struck 2.Gina was never more happy for a day to end.She grabbed her things and waited at the door for Tami.But Tami was leaving with Rita and Mary.	Gina thanked Tami the next day.	0
5805e662-2062-4832-baeb-1f3592cdfa26	Last week Sally came home and found a package in front of her door.She was curious about what might be in the package.She quickly opened the package and couldn't believe her eyes.Inside the package was a gift from her best friend.	It was a frilly dress with glitter and sparkly fabric!	1
fccfcc75-8cd7-4de8-98ff-ebb7824aec2f	The baby had recently learned to crawl.She could crawl all over the living room floor.One day she crawled to the sofa and pulled herself upright.The next day she managed to pull herself up and stand for a second.	Soon she could walk along while holding on to furniture.	1
6623b60e-9200-4019-9a95-521adc03524d	Tyler has been unemployed for Years.He has spent the last few months diligently applying for work.However, all of his applications are rejected.The rejections contribute to Tyler's feelings of desperation.	He is thrilled about his new responsibilities at work.	0
3438d859-7247-403f-b6f1-34b4280da2bd	Casey owned a private beach.People always wanted to come lay in the sun there.Casey had a marvelous idea to charge people to enter.He made thousands from tourists willing to pay for access!	He purchased another private beach.	1
a77d6cba-d46b-4801-bb5c-70fc0b97800d	Juan wanted to be a luchador.He grew up watching them on television.He practiced every day in the basement.Eventually he got added to small shows.	Juan decided that being  luchador was a stupid aspiration.	0
70e3a2c2-6e8a-46cd-9948-2005e1e6bfac	A group of workers from Mechanical Turk joined a forum.They formed a clique and demanded more and more power.Andy, the forum owner, had enough, and told them as much.They haughtily stomped off to make a forum of only themselves.	They returned to the forum later because they liked it so much.	0
1bd89c61-f8dc-4db4-8612-d8e924107056	Jimmy wandered around the city looking for a place for a soda.Before he knew it, he was in an unfamiliar area.He was scared of strangers and didn't want to ask anyone.Soon a policeman came by and asked if he was lost.	He told him that he was lost.	1
800c26cc-5a4c-46d5-a417-c52e53482df0	Ivy was flying in a small sightseeing plane.Suddenly the pilot made an announcement.The plane had a rudder problem and was going down!Ivy quickly braced in the crash position.	Ivy was glad she had chosen to fly.	0
2db35e99-36cf-4fbd-876d-d26fe8b649c9	Alec's daughter wanted more blocks to play with.Alec figured that blocks would develop her scientific mind.Alec bought blocks with letters on them.Alec's daughter made words with them rather than structures.	Alec and his wife decided to go to the movies.	0
9eaf8117-275d-421c-a7b1-031caf44006f	Last year my uncle bought a metal detector.He takes it to the beach every weekend.A few months ago he found a Rolex.It was worth a few hundred dollars.	My uncle enjoys his hobby.	1
393ed93d-2d93-427d-95e4-4f40101cf77a	Everyone in class was talking to each other.There was a sound that signaled an announcement.The principal warned the school about an upcoming hurricane.The teacher told the class to rest on their knees.	Everyone in class started walking around.	0
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43	Cary went to a karaoke bar and sang horribly one night.Everyone laughed and made her feel sad.Cary found a vocal coach in her home town.After a few lessons she went back to the karaoke bar.	Cary was still terrible and everyone made fun of her again.	1
5b6f539e-eb73-4ca4-b359-a1f85e96effd	Linda began to have problems with a coworker at her job.The coworker had started bossing her around at work.The coworker even talked behind her back.Linda went to her boss with the issue and the boss mediated them.	Linda and the coworker ended up being best friends.	1
994b21d9-710d-460a-b650-be979e13bb5b	Sam was walking home.It began to get dark.Sam got scared.He didn't know what to do.	Sam danced jubilantly in the darkness.	0
99d14ada-400e-43bb-9b0f-35d14c9d57b7	Tori stole a candy cane from her Christmas tree.Her mother had told her not to.She thought she had gotten away with it.However, her mother noticed and punished her.	Tori was grounded.	1
b1a4d7f7-1649-4e7c-abef-04bbb34953a8	Sue decided to try a new meatloaf recipe for dinner.She gathered the ingredients and propped open the cookbook.A breeze turned the page when she wasn't looking.Reading the recipe, Sue added a cup of sugar to the bowl.	Sue decided to bake a cake instead.	0
f9412344-ca37-4c8f-849f-62f2859905e7	Bill and Teddy were at the bar together.Bill noticed a pretty girl.He went up to her to flirt but she didn't like him.He was too drunk to talk properly.	Bill and Teddy talked loudly about how stuck up pretty girls are.	1
c19bebdd-ac5b-413e-9052-1a5e15e5b31c	Jeff is a very quick thinker.He can get out of  just about any situation he doesn't want to be in.All he has to do is come up with an excuse on the spot to leave.He uses this a lot when he doesn't want to talk to his in-laws anymore.	Jeff loves visiting with the in-laws.	0
9ac15265-853f-43af-aa37-c9beb8ac6a0d	One day, I woke up with the worst pain in my throat.I could barely even swallow!I went to the doctor and she confirmed that I had strep.Thankfully, she gave me antibiotics.	A couple of days later, I started to feel better, thank God!	1
bff9f820-9605-4875-b9af-fe6f14d04256	Laverne needs to prepare something for her friend's party.She decides to bake a batch of brownies.She chooses a recipe and follows it closely.Laverne tests one of the brownies to make sure it is delicious.	The brownies are so delicious Laverne eats two of them.	1
1ea4b932-94b9-4a2b-9b99-927ec97b5fbc	Gina and her friend Tami were walking around the playground.They talked for 5 minutes.Now they were out of thing to discuss.Gina racked her brain but could find nothing to say.	Tami wished Gina would shut up, but she just kept talking.	0
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	Randy wanted to get a dog so bad.Randy's mom was allergic to dogs.Randy asked if he could move in with his dad.His dad said yes.	Randy was able to get a dog with his dad.	1
8310a1c6-1501-45e3-b5d8-7a5c5df56043	Jan was having a birthday trip in Hawaii.She was super excited to have some fun.Her best friend Kristin was disappointed she was not invited.Kristen tried asking Jan if she could be invited.	Jan told Kristen she did not want her to come on the trip.	1
946793b7-29d6-498b-afe5-d14adcbe5310	Gina's CD player was broken.But she had a tape deck.The tape deck was more work than the CD player.If she wanted to hear a song again she had to rewind the tape.	Gina bought a new CD player.	1
05e5583a-c950-49f3-a03e-80d7f9ccefa6	Pete got a new job at a software company.This had been Pete's dream job his whole life.Pete wrote down all his good ideas and constantly showed his boss.Before long Pete got promoted to assistant manager.	Pete quit his job, and never looked back.	0
9de3ac70-5c2d-4feb-9f9b-11e014714108	A man dug a well on his farm.Instead of water, though, he struck oil.Jubilant, he placed some calls.A large oil company arrived the next day.	They bought the land from the man for a million dollars.	1
7d5bf594-14df-496b-8e54-3c36b31420d9	10-year-old Billy's uncle sent him a collectible coin every birthday.Billy showed off the collection to some boys from school.One of the boys told Billy he had a baseball for sale.Billy really wanted the baseball.	Billy exchanged several of his coins for the baseball.	1
9ddff691-93e2-4af9-a29a-e391be79cef7	The shepherd opened the gate of the pen.He sent his dog into the pasture to round up the sheep.The dog herded the sheep towards the gate.The sheep moved together into the pen.	The shepherd then went back to his house.	1
8a71b064-7588-4cce-924d-eeb9d4ab7cb8	Once we got a new Xbox, we knew we needed to get Battlefront.My brother and I loved to play the game together.Although the hard level was very hard and we couldn't get past it.But we would keep playing and trying to get past the level.	Battlefront is the easiest game I ever played.	0
e90a2d81-63ed-4051-a8f3-92c47a94204f	Little Richie was tired of being picked on.He wanted it to change for the better.Little Richie starts taking Karate to defend himself.He showed off his new skills in friend of his bully.	Little Richie no longer has to be afraid of being bullied.	1
eeba73c7-ebe6-46d0-9dfe-939e794a90b7	Neil had just arrived in Paris.He could not wait to see all the culture there!He spend his first day seeing art work.He visited three museums in just one day!	Neil felt very happy and satisfied that he'd been able to visit.	1
d1fdbb06-3fda-49a6-8987-4aa10930bb53	After Igor woke up he began to get ready for work.He turned on the shower and waited for it to get hot.The water remained cold.He debated between taking a cold shower and not showering.	Igor took a cold shower.	1
1e71748f-a74b-4117-a7cc-4cd49620228b	Jon felt like a bad dad.He worked so late, he often missed his kids when he came home.On the weekends, he was tired and grumpy.One Saturday, his son sat down on the couch and leaned on Jon's arm.	John went to the movies by himself.	0
dedf5688-6b20-47aa-b153-66738da47f40	Gina was at the library at school.She wanted to find books about dolphins.She looked on the shelf where she thought they would be.But there were no books about dolphins.	Gina checkout a book about dolphins.	0
e450d3ff-2902-4182-96d9-eadf4e570a1a	Jill wanted to buy a new car.Jill drove her old car down to the car dealership.The salesman traded Jill's old car for a new car.After paying the salesman as well, Jill got her new car.	Jill was depressed.	0
9cb46fe3-9e19-49ec-9ccb-754ac2e24f5a	There was a home of poor dogs wandering the streets of Alaska.They had trouble finding people to feed them.Eventually they ran into a rich, old man who took them in.He fed them and gave them a great home.	The dogs were great comfort and company for the old man.	1
95486114-97f8-47ed-8e53-d868d3ec0643	Gina had been working on a report when her friend called.Gina didn't have a lot of time to finish the report.But when her friend suggested they meet at the park she agreed.Gina figured she still had a whole day and a half to finish the report	Gina thought the report was more important than her friend.	0
93e172dd-5eff-4beb-a231-66ab98c8bfee	Year's ago I wondered what was my life's purpose.I volunteered my for services for many social organizations.I learned I like helping people bring about change.I discovered I wanted to help resolve many of the world's problems.	I devoted my life to helping others.	1
e689960d-0515-424b-aac3-5d7160ac2577	Priya decided to try a new restaurant.She drove to a new cafe that opened.Priya sat at a booth.She ordered a mimosa and a breakfast burrito.	Priya thought her food was delicious.	1
26bc6970-8091-4aac-9342-6d0484149753	Jane went on a walk.On the walk, she passed an animal shelter.She saw an adorable dog staring back at her in the window.Jane went in and instantly bonded well with the dog.	She swatted the dog with a newspaper.	0
24ae4bf8-9e31-48a8-8a4d-e21425406fd9	She closed the door and locked it behind her.Her movement was sultry as she approached him.He watched in easy anticipation.She swept him into her arms and they kissed.	Then they had sex.	1
1d0057ad-c54d-4833-ba57-cb905057371d	Joe and his neighbor supported different candidates.They put up yard signs to show their support.It became a bitter war, with new signs added daily.After the election, the neighbors met outside.	The candidate they both supported won.	0
ec714b49-f953-4f96-93f3-0fea1fb4ac46	Andy had always wanted a big kids bike.When he turned six Year's old he asked for a bike for his birthday.He did not know how to ride a bike.On Andy's birthday his mother gave him a bike.	Andy cried for hours.	0
eb8fed35-3fc2-40e5-a9a8-94740679d1f0	Amy watched all the shows she wanted on Hulu.She wasn't using it anymore so she cancelled her subscription.A week after cancelling one of her favorite shows was added to Hulu.She decided to restart her membership.	Now she is also watching new shows and loves Hulu!	1
1ee745bb-03f5-4db0-afc8-a3903e8bdab5	Laura has always loves swimming, but she has never tried backstroke.She usually avoids backstroke because doesn't want water in her ears.One day she decides to take backstroke lessons from an expert swimmer.She finds that she loves backstroke and doesn't get water in her ears.	From then on, she swims the backstroke constantly.	1
7d4fb0db-7e20-4dff-9fca-0558bae396d1	James was sad because all his friends joined band class without him.He begged his mother for permission and money to join but she said no.James got a job with the paper route and saved his money for weeks.Finally, by week 5 of his route he had enough to rent a clarinet.	James attempted to join the swim team.	0
aa615e4f-83c1-4b65-96a4-6a989d253a52	Jesse had just started fifth grade.He tried to make friends with the other boys, but he couldn't.He decided to make friends with the girls instead.They girls welcomed him into their social groups happily.	Jesse went to the park with his new friend, Roger.	0
de8e5184-38f7-4fc3-a913-fc1f1501cf09	Sally wanted to do something special for her mom.She went and bought her a dozen red roses.Her mom loved them putting them in vase on the table.They admired the roses while they ate dinner.	Sally's mom threw the roses away after dinner.	0
eb8fed35-3fc2-40e5-a9a8-94740679d1f0	Amy watched all the shows she wanted on Hulu.She wasn't using it anymore so she cancelled her subscription.A week after cancelling one of her favorite shows was added to Hulu.She decided to restart her membership.	But then she decided not to watch her favorite show.	0
edb9e202-4c9e-4bb7-a18c-daa472a22092	After getting off the school bus, I realized that my phone is missing.Since there was service on it, I decided to cancel it.The customer service representative did it for me.In addition, he said that there was a call made to Jamaica.	I knew someone would soon return the phone.	0
0394febd-d10a-4528-a0aa-5c4161f7b0d4	Collin likes to dress up.One Halloween he decided to wear his costume to the office.Collin's boss did not permit costumes to be worn in the workplace.He received a write-up.	Collin received a raise and a promotion.	0
4ea69358-703b-4256-8d35-b0db9a455ec2	Neil took a flight into Bangkok.He walked around to see the sights.There were so many delicious local foods!And the souvenirs were wonderful, too!	Neil decided he never wanted to go to Bangkok again.	0
17839b9c-2cb0-49f6-863b-286f2aacbbb4	I was driving down a very unfamiliar, congested highway.The GPS directed me to a longer route on a different road.I gladly took the other road, but it soon became a nightmare.The road twisted and turned, and I had no choice but follow the GPS.	It was stressful but I finally made it to my destination.	1
78eea25f-f831-409d-841a-1a3467f833b5	Jennifer felt her stomach grumble.She thought about the last time she ate and realized it was long ago.She got up off the couch and went into the kitchen.After cooking a big meal and eating it, she felt good again.	Jennifer was not hungry anymore.	1
cd2880c6-3e1c-41c5-854d-3b73e2a0ebe2	Kelly was rushing to get to her flight on time.Unfortunately security was taking forever.By the time she left securit she checked the time.It was six and her flight left a half hour ago.	Kelly had to schedule another flight.	1
95ee42d5-a9e1-46fe-8c01-8d1dd6d72777	A man got very tired of being dripped on by his igloo.He built himself a new one out of dry ice.It solved his dripping problem.Unfortunately, dry ice sublimates into carbon dioxide gas.	The man felt he could breath much better.	0
9f430e7b-fcd1-4217-8fb5-f89b30e9241d	Kim decided she wanted to become a vegetarian.She Was only 13, but she knew it was the right thing to do.Except her mother refused to stop cooking meat.She also refused to cook something special just for Kim each meal.	Kim had a big bite of her burger.	0
1e993bb1-28e9-46ca-9de0-e2984207fe98	Bill wanted a sandwich.He got up and went into his kitchen.He gathered the materials for a sandwich.He made a sandwich.	He ate his sandwich.	1
05f5c44c-6d88-4c50-8c88-d9ad55fbaa8c	Gina's phone died as they drove on the highway.She plugged it in the front seat, but she was in the backseat.She was bored without her phone so she tried to reach it.She was on the end and it was too far.	She acted like a brat and threw a tantrum.	1
57d1f6e1-cdbc-4df6-9841-5dba89d3e63e	Jeremy's mother didn't approve of his lifestyle.When he was 21, Jeremy decided to move out.He found an apartment in a nearby state with a new job.After several Years he cleaned up, and finances his own life.	Jeremy had to move back in with his mother.	0
e689960d-0515-424b-aac3-5d7160ac2577	Priya decided to try a new restaurant.She drove to a new cafe that opened.Priya sat at a booth.She ordered a mimosa and a breakfast burrito.	Priya decided not to eat and left.	0
43e86876-d41c-45d0-b819-4a9a401eb995	I was really sick last week.Work didn't want to give me any days off.I got home one day and noticed my girlfriend was there.She made me soup and brought me medicine.	I started to feel better.	1
